task_id,episode_cluster_id,flow_episode_id,phase4_split,dependency_group,relative_path,sha256,size_bytes,evidence_present,evidence_storage_type,source_class,document_id,signal_family_id,document_role,evidence_date,issue_date,publication_date,effective_date,expiry_date,geographic_scope,window_type,is_zero_result_capture,is_direct_official,is_update,parent_family_id,reviewer_1,reviewer_2,adjudication_status,notes,review_origin,review_id,evidence_id,reviewer_1_decision,reviewer_2_decision,historical_availability_status,prior_episode_overlap_status,review_action,claim_eligibility_status,onset_date,days_from_onset,active_flow_episode_id,clean_pre_onset_signal,independent_episode_unit
E038_IUA_JWC_LMA_pre_onset,E038,38,test,E038,Shared_LMA_JWC_Listed-Areas_methodology_retrieved-2026-09-11.pdf,e4b9facc55c4c73d741185ac504b1b36bdd3b3dd90e8f7e1618d0d15b679029e,1337165,True,local_original,IUA_JWC_LMA,e4b9facc55c4c73d,,methodology,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,False,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance applies to the background/audit role only; this row is not a positive predictive signal and does not automatically establish source-window coverage. Evidence and limitations: Current LMA Listed Areas methodology. Premiums are individually negotiated; JWC does not set rates. Background only, not a historical premium observation or source-window zero.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_MARAD_onset,E038,38,test,E038,MARAD/E038_MARAD_onset__all-alerts.pdf,9c606a0b78ac18f66f1859c56447cdd911331279d4049151164d087bc10f50a2,252925,True,local_original,MARAD,9c606a0b78ac18f6,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Official date-only cancelled-alert search for 2025-02-26 through 2025-03-12. No listed results. Scope is retrieved MARAD alerts, not all advisories or all maritime incidents. Active alerts are not date-filtered. The zero is bounded by the displayed date filters and empty result section.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/Gard_Sitemap.pdf,18363d1d97d37223b53524fce41d2cd010a34f39ddbdfce57b7eadcfce19cd0c,73730,True,local_original,GARD,18363d1d97d37223,,methodology,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,False,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance applies to the background/audit role only; this row is not a positive predictive signal and does not automatically establish source-window coverage. Evidence and limitations: Sitemap index only. Documents endpoints; not an article-level complete inventory and not source-window coverage.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/Gulf_of_Oman.pdf,daac667780825cad5fafac4ca1b3154868fce658a11b467073c3c8e1f6cc2b4c,2551271,True,local_original,GARD,daac667780825cad,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-9 of 9. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/Hormuz.pdf,e29669cf76b7be6b7529254cbea1996be9ab827226884f494dee1e8b960d3d39,3884226,True,local_original,GARD,e29669cf76b7be6b,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-9 of 9. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/Iran_Page1.pdf,e1c6c65f16a866c34d6ed05c8dd9577258ebdf62c21bfc2eb804efc409f130da,4802322,True,local_original,GARD,e1c6c65f16a866c3,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-20 of 36. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. Iran pages 1-2 must be assessed together.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/Iran_Page2.pdf,0d02c0d9a178bb4a8c7b9c81abd6cc8c33a2a28578c69521e9550c631677dc5d,3602778,True,local_original,GARD,0d02c0d9a178bb4a,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 21-36 of 36. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. Iran pages 1-2 must be assessed together.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/Persian_Gulf.pdf,895c35391f216d83f770d5659373b92869952b3d7e066dae18936573f805b526,5435970,True,local_original,GARD,895c35391f216d83,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-16 of 16. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/Shared_Gard_Search_navigational-warning_retrieved-2026-09-12.pdf,729b1bb3f1de986ca5bc45b2288223870c27ba60685b228459beb1fc6a6e8188,10445482,True,local_original,GARD,729b1bb3f1de986c,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-19 of 19. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/war_risk_page1.pdf,1031afdbd323baab5feff05b7e4c81dfcdf2b9b235d2298b011efeeab284e736,8317123,True,local_original,GARD,1031afdbd323baab,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-20 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/war_risk_page2.pdf,c68db5d501a5e600192ecb0705b83c37199361d637ea86b9db14f1b165d392e1,4730220,True,local_original,GARD,c68db5d501a5e600,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 21-40 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/war_risk_page3.pdf,b3a567a935a7a6545d5632bf1a53b09bf3c9ca09f127a04561dad92da2a6c14b,921339,True,local_original,GARD,b3a567a935a7a654,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 41-60 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/war_risk_page4.pdf,313642e43771170259b9227c2929abb1a5c907c5e2509d4d5bc35c8803f05595,931495,True,local_original,GARD,313642e437711702,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 61-80 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/war_risk_page5.pdf,8742e90804c5d23711418cacd36bb3f779a82aa40a57207e4b9915f8e93e3154,4269408,True,local_original,GARD,8742e90804c5d237,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 81-100 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/war_risk_page6.pdf,0955d34746021d3cae1cca840fd08d7939b5ec127d927c2bdccf39cef35d9bc8,1947318,True,local_original,GARD,0955d34746021d3c,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 101-120 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_GARD_onset,E038,38,test,E038,Shared/Gard/war_risk_page7.pdf,7b8435c8d0abc35ef42624a0fc519174da7441249eb0fcb207edb3f33b672825,1455539,True,local_original,GARD,7b8435c8d0abc35e,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 121-131 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-02-26 through 2025-03-12 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_IUA_JWC_LMA_onset,E038,38,test,E038,Shared/IUA-JWC/Shared_IUA_JWC_JWLA-032_issued-2023-12-18.pdf,b237c08e9b7e13cc014717ddb65d3ccd93c4bcad782fdb27a974f2e6209756fc,201988,True,local_original,IUA_JWC_LMA,b237c08e9b7e13cc,JWC-JWLA-032,methodology,2023-12-18,2023-12-18,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,False,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance applies to the background/audit role only; this row is not a positive predictive signal and does not automatically establish source-window coverage. Evidence and limitations: Historical listed-area baseline, issued 2023-12-18. Structural risk classification, not a new signal in this 2025 window. Do not count the same circular as an independent episode or a premium increase.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,-436.0,,False,E038
E038_IUA_JWC_LMA_onset,E038,38,test,E038,Shared/IUA-JWC/Shared_IUA_JWC_JWLA-033_issued-2026-03-03.pdf,a4661edf771326f259ecff9d6b7a5c4e454b9fe24d2561b2e6cca4db61d808e6,208144,True,local_original,IUA_JWC_LMA,a4661edf771326f2,JWC-JWLA-033,methodology,2026-03-03,2026-03-03,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,False,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance applies to the background/audit role only; this row is not a positive predictive signal and does not automatically establish source-window coverage. Evidence and limitations: Successor circular issued 2026-03-03. Historical succession audit only; unavailable in every 2025 prediction window. Exclude from all 2025 features.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,370.0,51.0,False,E038
E038_IUA_JWC_LMA_onset,E038,38,test,E038,Shared/IUA-JWC/Shared_LMA_JWC_Minutes_2025-06-04_no-immediate-changes.pdf,78595b6bdf7d1d59910aaab2c1d9987c3b92c6af3fa09cefc522c990c18a33ad,159907,True,local_original,IUA_JWC_LMA,78595b6bdf7d1d59,,methodology,2025-06-04,2025-06-04,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,False,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance applies to the background/audit role only; this row is not a positive predictive signal and does not automatically establish source-window coverage. Evidence and limitations: JWC minutes dated 2025-06-04 state no immediate changes. Background/succession evidence only. Does not independently prove every later window had no risk or premium change.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,98.0,,False,E038
E038_IUA_JWC_LMA_onset,E038,38,test,E038,Shared_IUA_JWC_Risk_List_Index_retrieved-2026-09-12.pdf,f4c16af4f088586b0d84cccebc8fa55bfcc2a483ce3dbb242a67bbf16bd61c26,170779,True,local_original,IUA_JWC_LMA,f4c16af4f088586b,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Retrieved official historical risk-list index lists no new JWC listed-area circular issued in 2025-02-26 through 2025-03-12. Supports a scoped zero for list-change publications only. Not evidence of zero insurance premiums, no risk, or complete insurer activity. Historical index is a retrospective capture; reviewers must verify list succession.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E038_IUA_JWC_LMA_onset,E038,38,test,E038,Shared_LMA_JWC_Listed-Areas_methodology_retrieved-2026-09-11.pdf,e4b9facc55c4c73d741185ac504b1b36bdd3b3dd90e8f7e1618d0d15b679029e,1337165,True,local_original,IUA_JWC_LMA,e4b9facc55c4c73d,,methodology,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,onset,False,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance applies to the background/audit role only; this row is not a positive predictive signal and does not automatically establish source-window coverage. Evidence and limitations: Current LMA Listed Areas methodology. Premiums are individually negotiated; JWC does not set rates. Background only, not a historical premium observation or source-window zero.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-02-26,,,False,E038
E042_MARAD_pre_onset,E042,42,test,E042,MARAD/E042_MARAD_pre_onset__all-alerts.pdf,5605315d7beb0c63225405e59ed97d52a7b3c2952a12c5526b0dbfb0560e0978,254315,True,local_original,MARAD,5605315d7beb0c63,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Official date-only cancelled-alert search for 2025-07-16 through 2025-08-14. No listed results. Scope is retrieved MARAD alerts, not all advisories or all maritime incidents. Active alerts are not date-filtered. The zero is bounded by the displayed date filters and empty result section.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/Gard_Sitemap.pdf,18363d1d97d37223b53524fce41d2cd010a34f39ddbdfce57b7eadcfce19cd0c,73730,True,local_original,GARD,18363d1d97d37223,,methodology,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,False,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance applies to the background/audit role only; this row is not a positive predictive signal and does not automatically establish source-window coverage. Evidence and limitations: Sitemap index only. Documents endpoints; not an article-level complete inventory and not source-window coverage.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/Gulf_of_Oman.pdf,daac667780825cad5fafac4ca1b3154868fce658a11b467073c3c8e1f6cc2b4c,2551271,True,local_original,GARD,daac667780825cad,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-9 of 9. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-07-16 through 2025-08-14 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/Hormuz.pdf,e29669cf76b7be6b7529254cbea1996be9ab827226884f494dee1e8b960d3d39,3884226,True,local_original,GARD,e29669cf76b7be6b,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-9 of 9. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-07-16 through 2025-08-14 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/Iran_Page1.pdf,e1c6c65f16a866c34d6ed05c8dd9577258ebdf62c21bfc2eb804efc409f130da,4802322,True,local_original,GARD,e1c6c65f16a866c3,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-20 of 36. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-07-16 through 2025-08-14 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. Iran pages 1-2 must be assessed together.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/Iran_Page2.pdf,0d02c0d9a178bb4a8c7b9c81abd6cc8c33a2a28578c69521e9550c631677dc5d,3602778,True,local_original,GARD,0d02c0d9a178bb4a,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 21-36 of 36. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-07-16 through 2025-08-14 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. Iran pages 1-2 must be assessed together.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/Persian_Gulf.pdf,895c35391f216d83f770d5659373b92869952b3d7e066dae18936573f805b526,5435970,True,local_original,GARD,895c35391f216d83,,methodology,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,False,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance applies to the background/audit role only; this row is not a positive predictive signal and does not automatically establish source-window coverage. Evidence and limitations: Search pagination 1-16 of 16. Contains GPS interference in geopolitical conflict zones, published 2025-07-22 (PDF p.3). Do NOT mark this query as zero for E042 pre-onset. Full official article retained separately; eligibility depends on whether the frozen rules include general insurer guidance.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/Shared_Gard_Search_navigational-warning_retrieved-2026-09-12.pdf,729b1bb3f1de986ca5bc45b2288223870c27ba60685b228459beb1fc6a6e8188,10445482,True,local_original,GARD,729b1bb3f1de986c,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-19 of 19. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-07-16 through 2025-08-14 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/war_risk_page1.pdf,1031afdbd323baab5feff05b7e4c81dfcdf2b9b235d2298b011efeeab284e736,8317123,True,local_original,GARD,1031afdbd323baab,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 1-20 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-07-16 through 2025-08-14 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/war_risk_page2.pdf,c68db5d501a5e600192ecb0705b83c37199361d637ea86b9db14f1b165d392e1,4730220,True,local_original,GARD,c68db5d501a5e600,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 21-40 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-07-16 through 2025-08-14 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
E042_GARD_pre_onset,E042,42,test,E042,Shared/Gard/war_risk_page3.pdf,b3a567a935a7a6545d5632bf1a53b09bf3c9ca09f127a04561dad92da2a6c14b,921339,True,local_original,GARD,b3a567a935a7a654,,zero_result_capture,,,,,,Strait of Hormuz / Persian-Arabian Gulf and adjacent waters,pre_onset,True,True,False,,R1,R2,accepted,"R1 / R2, accepted. Acceptance records a scoped archive/search zero, not proof of no real-world disruption or universal nonissuance. Evidence and limitations: Search pagination 41-60 of 131. The recorded scoped-zero coding identifies no qualifying new corridor-relevant security/insurance-risk publication in 2025-07-16 through 2025-08-14 on this query page. A zero is valid only for jointly screened in-window hits across all companion pages. War-risk pages 1-7 must be assessed together. Broad keyword matches include unrelated Russia sanctions, pollution and prize announcements; keywords alone do not establish eligibility.",Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,2025-08-15,,,False,E042
