evidence_id,file_sha256,relative_path,episode_bindings,window_bindings,source_class,artifact_kind,source_url,extract_status,text_object,original_metadata_rows,normalized_text_sha256,bytes
EV-EE796B4A2614,35cb9ea670fbcf8e1d4c40410fa44272bc6a9c8f71a07c2439bd60e408de92fc,E006/MARAD/pre_onset/automated_pending/E006_MARAD_pre_onset__Iran/20260914T010949240104Z_a5uwfufo/E006_MARAD_pre_onset__Iran.html,E006,pre_onset,MARAD,listing_capture,https://www.maritime.dot.gov/msci-alerts?field_msci_geographic_location_target_id=&field_msci_effective_date_value%5Bmin%5D=2019-05-01&field_msci_effective_date_value%5Bmax%5D=2019-05-30&keys=Iran,extracted,texts/35cb9ea670fbcf8e1d4c40410fa44272bc6a9c8f71a07c2439bd60e408de92fc.json,,7f999194ebfd21437c649ac0e0348ecade703bdf27b1522d5a6b5de195b494a2,78592
EV-643A0D12E1DE,bd315e68b398e72e596f16c6938b4577183e650fd73fd7b3cc934656b4f12d70,E006/MARAD/pre_onset/automated_pending/E006_MARAD_pre_onset__Iran/20260914T010949240104Z_a5uwfufo/E006_MARAD_pre_onset__Iran.pdf,E006,pre_onset,MARAD,listing_capture,https://www.maritime.dot.gov/msci-alerts?field_msci_geographic_location_target_id=&field_msci_effective_date_value%5Bmin%5D=2019-05-01&field_msci_effective_date_value%5Bmax%5D=2019-05-30&keys=Iran,extracted,texts/bd315e68b398e72e596f16c6938b4577183e650fd73fd7b3cc934656b4f12d70.json,,ebc8389632132ad472b411c6cfa427918b43aa97b9d64d5264f3cd434f9eb79d,221893
EV-DB0207617C36,06018699a0ba2477b6f63b34b273ea854af5ec162587796f32ac6aec2e78d82c,E006/MARAD/pre_onset/automated_pending/E006_MARAD_pre_onset__Persian-Gulf/20260914T010954292743Z_osr7e7k1/E006_MARAD_pre_onset__Persian-Gulf.html,E006,pre_onset,MARAD,listing_capture,https://www.maritime.dot.gov/msci-alerts?field_msci_geographic_location_target_id=&field_msci_effective_date_value%5Bmin%5D=2019-05-01&field_msci_effective_date_value%5Bmax%5D=2019-05-30&keys=Persian+Gulf,extracted,texts/06018699a0ba2477b6f63b34b273ea854af5ec162587796f32ac6aec2e78d82c.json,,7f999194ebfd21437c649ac0e0348ecade703bdf27b1522d5a6b5de195b494a2,78507
EV-80B95C4B15E3,1167f454e16367259c9d4aa401c7c790659def76cd81f2781dc31869fa53ce17,E006/MARAD/pre_onset/automated_pending/E006_MARAD_pre_onset__Persian-Gulf/20260914T010954292743Z_osr7e7k1/E006_MARAD_pre_onset__Persian-Gulf.pdf,E006,pre_onset,MARAD,listing_capture,https://www.maritime.dot.gov/msci-alerts?field_msci_geographic_location_target_id=&field_msci_effective_date_value%5Bmin%5D=2019-05-01&field_msci_effective_date_value%5Bmax%5D=2019-05-30&keys=Persian+Gulf,extracted,texts/1167f454e16367259c9d4aa401c7c790659def76cd81f2781dc31869fa53ce17.json,,6db858e7acf7520e390abf944f8e208433d276a2576ca7ee1d59f92ad4c23336,222681
EV-D7B1308904C3,4e2bdaae2193e524f0414878afb4d1c4a03a335adc6545676842fe321cab645f,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Gulf-of-Oman/20260913T230955185413Z_qw4bpvin/E007_GARD_onset__search-Gulf-of-Oman.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Gulf%20of%20Oman,extracted,texts/4e2bdaae2193e524f0414878afb4d1c4a03a335adc6545676842fe321cab645f.json,,6fa1e1afec4bde06041ef70a1c98328676224726359cb7407f9832498bae0a39,239090
EV-D7B1308904C3,4e2bdaae2193e524f0414878afb4d1c4a03a335adc6545676842fe321cab645f,E027/GARD/pre_onset/automated_pending/E027_GARD_pre_onset__search-Gulf-of-Oman/20260913T231954572757Z_r8e0wgu6/E027_GARD_pre_onset__search-Gulf-of-Oman.html,E027,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Gulf%20of%20Oman,extracted,texts/4e2bdaae2193e524f0414878afb4d1c4a03a335adc6545676842fe321cab645f.json,,6fa1e1afec4bde06041ef70a1c98328676224726359cb7407f9832498bae0a39,239090
EV-8452C1317290,afc7ae4eeef412b7df8a34a5a0749d7af9654af99ec08a0eff87be8e8d237283,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Gulf-of-Oman/20260913T230955185413Z_qw4bpvin/E007_GARD_onset__search-Gulf-of-Oman.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Gulf%20of%20Oman,extracted,texts/afc7ae4eeef412b7df8a34a5a0749d7af9654af99ec08a0eff87be8e8d237283.json,,28d55c7f49ddb09a85660a997ff69a7d6b2d5a19c35884af342fdf492081bfb5,2171046
EV-03D2F8ADEE70,8bf80352e74b7dd4d3f88fab592d5f49afd1ff743f51bdb48f2dc4ab5419fead,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Hormuz/20260913T231027576670Z_54w8k5xb/E007_GARD_onset__search-Hormuz.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Hormuz,extracted,texts/8bf80352e74b7dd4d3f88fab592d5f49afd1ff743f51bdb48f2dc4ab5419fead.json,,b79c4b1fa3760ce02d0639b5741c7df34f783cb6bff232659a6a707fefc93083,239136
EV-03D2F8ADEE70,8bf80352e74b7dd4d3f88fab592d5f49afd1ff743f51bdb48f2dc4ab5419fead,E027/GARD/pre_onset/automated_pending/E027_GARD_pre_onset__search-Hormuz/20260913T232027819104Z_7dv0tids/E027_GARD_pre_onset__search-Hormuz.html,E027,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Hormuz,extracted,texts/8bf80352e74b7dd4d3f88fab592d5f49afd1ff743f51bdb48f2dc4ab5419fead.json,,b79c4b1fa3760ce02d0639b5741c7df34f783cb6bff232659a6a707fefc93083,239136
EV-D8DE3CB99265,b4479e672a62b3bf0b801eed87314b9c9eef29016ccdcf44f891c7bb8258466e,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Hormuz/20260913T231027576670Z_54w8k5xb/E007_GARD_onset__search-Hormuz.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Hormuz,extracted,texts/b4479e672a62b3bf0b801eed87314b9c9eef29016ccdcf44f891c7bb8258466e.json,,5fe20266717869d2b5066818d813b1dd8c53c68e48271601d102c139b7dd94f2,3714570
EV-CF66C2B0EDC9,ba8f94852e00bfbb57cc38aed4fed2ae63d3dddc50da1b1f8ad500553067f08c,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Iran/20260913T231100882759Z_7vdcsyse/E007_GARD_onset__search-Iran.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Iran,extracted,texts/ba8f94852e00bfbb57cc38aed4fed2ae63d3dddc50da1b1f8ad500553067f08c.json,,b7d5bf99e0bcfe2992f141002b0860785d0356a9a7bc40bf4d39216fcd8221f6,252586
EV-D6739FF81DD9,aa6672842d9c5db20fe0f5c16d4dd5feb55f7b6c560f3259b0a518a50e3ac112,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Iran/20260913T231100882759Z_7vdcsyse/E007_GARD_onset__search-Iran.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Iran,extracted,texts/aa6672842d9c5db20fe0f5c16d4dd5feb55f7b6c560f3259b0a518a50e3ac112.json,,3eef7072b3fc05e55741c9b03dfa28f7d43bf3de08a33c72682403d6ebd179ce,5184560
EV-CE38D4168493,bf7f66368bae9866c473882365e3a659f87567babc1e6fba08906a41f1a850ec,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Iran/20260913T231100882759Z_7vdcsyse/E007_GARD_onset__search-Iran__page-2.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Iran,extracted,texts/bf7f66368bae9866c473882365e3a659f87567babc1e6fba08906a41f1a850ec.json,,8f5d5e27b5347123420ec210c214ec177039982db9c51fe7e484fc09af726a38,241976
EV-1794BDA29B46,49ea789cb9499e957d6509da984cb6fd9a0579b629db7a2c54b1766d6f8c8745,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Iran/20260913T231100882759Z_7vdcsyse/E007_GARD_onset__search-Iran__page-2.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Iran,extracted,texts/49ea789cb9499e957d6509da984cb6fd9a0579b629db7a2c54b1766d6f8c8745.json,,5b2cef49e2ccaa3de3e239d74ed419c2f18ee3f819b11ec8680059557c181afa,5161077
EV-FFC723E17C00,68b1ac0a221f20df2037aa0cad8ea7621c06757078d211bd4bb128a035c10bc1,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Persian-Gulf/20260913T231216456087Z_kvmwamw2/E007_GARD_onset__search-Persian-Gulf.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Persian%20Gulf,extracted,texts/68b1ac0a221f20df2037aa0cad8ea7621c06757078d211bd4bb128a035c10bc1.json,,8f6190ad786aedb4425055399e00eca62523c04326756472f0a68739bc2d8470,246026
EV-63357043DF61,67da915f67c6dc61fdf3e9bbf5e2b04378cafff9b9b7618f7c6e23b45dae6fdc,E007/GARD/onset/automated_pending/E007_GARD_onset__search-Persian-Gulf/20260913T231216456087Z_kvmwamw2/E007_GARD_onset__search-Persian-Gulf.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Persian%20Gulf,extracted,texts/67da915f67c6dc61fdf3e9bbf5e2b04378cafff9b9b7618f7c6e23b45dae6fdc.json,,922ff2b0d827c649ab8736306274d846e869ac11d7832659f1dcf46738bd1da3,5253064
EV-96CE08484B7B,f72cf1dae01d023d996bc197b306718f241bb50657eb8167aa716a93f53062bd,E007/GARD/onset/automated_pending/E007_GARD_onset__search-navigational-warning/20260913T231309473146Z_sp65tob8/E007_GARD_onset__search-navigational-warning.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=navigational%20warning,extracted,texts/f72cf1dae01d023d996bc197b306718f241bb50657eb8167aa716a93f53062bd.json,,b26c09423d23d4e7c261c7dad9051a80e3dda4ce5d64cf4d0e830aba782f3d62,249583
EV-04FDD23CA5B9,08e3ccc54df28004ce45b59509d95e5a35d91cea7a3b5b809d7b7838929e79d7,E007/GARD/onset/automated_pending/E007_GARD_onset__search-navigational-warning/20260913T231309473146Z_sp65tob8/E007_GARD_onset__search-navigational-warning.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=navigational%20warning,extracted,texts/08e3ccc54df28004ce45b59509d95e5a35d91cea7a3b5b809d7b7838929e79d7.json,,6d733ff697e014436046437016bdc5350bb1215bc69a3d637eb04d9c6a55454f,11251232
EV-F6878A805380,d2c07453d48dff4af878613d7b11a077e0a0b9a14ffd91f79a3f1c4fa153cae4,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/d2c07453d48dff4af878613d7b11a077e0a0b9a14ffd91f79a3f1c4fa153cae4.json,,78187af94bbaf6f828813ac684f405c29f92d85ca30c2e8369dc44ec30498da0,247295
EV-864B1120945D,731fc48d896a9b436eb325df08bbc307f829283262649ca8bc71ab616ab3a304,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/731fc48d896a9b436eb325df08bbc307f829283262649ca8bc71ab616ab3a304.json,,519681ac83dc1975dbd4ed8d3524ff849952e638e5e6761eb45ade95a775c2ec,7848543
EV-CC935B113ACF,8d7610913a9b498377402ce43888640fe84d160b898e9366c4e46711dd14e767,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-2.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/8d7610913a9b498377402ce43888640fe84d160b898e9366c4e46711dd14e767.json,,2314a8420db895335fea206507de4b4932f71f958d85eff3e053ba331fbe6101,247108
EV-26419437BF22,f9d8704899a3c508b9e7cfcc891bf71ef457d43a245f87f120d71e051d95ca8d,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-2.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/f9d8704899a3c508b9e7cfcc891bf71ef457d43a245f87f120d71e051d95ca8d.json,,c12f403850ebfb711246f738cd97c12703ea229c9904ae42d89c14cd51a72ecf,1465753
EV-A9F872D8AFAF,3c947ed973cb3805fffe607a5325768b51f2c080da8511bc12eac75bf4ba24de,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-3.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/3c947ed973cb3805fffe607a5325768b51f2c080da8511bc12eac75bf4ba24de.json,,49c11c2290744bb5c2b3afb938c95c20594e72271b4322b32cd519d155900897,241863
EV-B4F81A220781,8ce2df68c857a8138905ba6437a0ce0e56c2e7249892bbc921cad5a1737708fe,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-3.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/8ce2df68c857a8138905ba6437a0ce0e56c2e7249892bbc921cad5a1737708fe.json,,70b706393daf391a51bdfa743fdd79bd5a1ab40b2b22af44b0b57ec6ae90ea2f,4149775
EV-DD0743879F93,648ff58c37a3767c3d9cb43e2c78f60ad6681e014a8fc96fe87b5a918e6481ca,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-4.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/648ff58c37a3767c3d9cb43e2c78f60ad6681e014a8fc96fe87b5a918e6481ca.json,,769aed36ea2bb6ef4c7e545823f7293720628f4987137f5c6503b79d65f7f4e8,242044
EV-6D357E37A239,75c5fb2fed1e61d3227304f155a837e0069e74f5ab9939fddd75ac15e0e78334,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-4.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/75c5fb2fed1e61d3227304f155a837e0069e74f5ab9939fddd75ac15e0e78334.json,,0ccb705aeab066a8b0bab2bec9fbf1d7a1d6835ed012e1f35ccd2575c273804b,479804
EV-822310D89C0C,be277b634012e1534a71e92f2e2d9910274f1d590aafe56de920c56e7740fdfe,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-5.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/be277b634012e1534a71e92f2e2d9910274f1d590aafe56de920c56e7740fdfe.json,,bc5d1f6e244dfccea87ce7326167c4d6dd6f3e391b279cbc52bc159c89ad1424,243613
EV-0867A392299D,1fe43a26487c537fd7e91f5a84934decd9fa8f3480e38607e689e8ca585cd682,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-5.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/1fe43a26487c537fd7e91f5a84934decd9fa8f3480e38607e689e8ca585cd682.json,,18f23493e7223c21fe1131ab5b5e0b531ec370c3e4355528b5f9b2a08a9f399a,484778
EV-46858BEC91B9,c9935daa07a9b4b24dbefa47b5ac306dc9968a0985aa6d7666eab7e2fd0593be,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-6.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/c9935daa07a9b4b24dbefa47b5ac306dc9968a0985aa6d7666eab7e2fd0593be.json,,dc87dd8e471c07f9c4590d1c5b51f73d814500f393a0f908f36c256afbc4efdd,243007
EV-B8ACAC9DB24B,0d09490550e723327f8b15d9e651e9cada9effbf5dc0fe2eb9c7e58b218a548e,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-6.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/0d09490550e723327f8b15d9e651e9cada9effbf5dc0fe2eb9c7e58b218a548e.json,,4fe39069533c1e1a127c903c7328dfe48038794ae2a6a9555e5945d7a95c3301,4621238
EV-F131C8760B3D,eb6dd303649e126981c841e1c48ac3e526572c5e4265d50787f2ae8f7c336a03,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-7.html,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/eb6dd303649e126981c841e1c48ac3e526572c5e4265d50787f2ae8f7c336a03.json,,8f3e9da35705a2127e479572c0faef41fa86742bb3dfba079581bf7b181557cf,236848
EV-8EA7E32BD88D,4b97abfa5d8c760f1fc783eb3af9d567c33466145922afef7ba2adec707ef9d0,E007/GARD/onset/automated_pending/E007_GARD_onset__search-war-risk/20260913T231414986796Z_be3fqx4g/E007_GARD_onset__search-war-risk__page-7.pdf,E007,onset,GARD,listing_capture,https://gard.no/search/?searchTerm=war%20risk,extracted,texts/4b97abfa5d8c760f1fc783eb3af9d567c33466145922afef7ba2adec707ef9d0.json,,f1292903fc0a437d1b8e7b3e272672d5d8dad7ca14515db58f5f09b3363a62a5,1453190
EV-79312D0A9164,8ef124202cd77ab070269da7d5cf8557e63d4d772f469b37336999fbb3cc343b,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Gulf-of-Oman/20260913T225947978371Z_bs1hvp6n/E007_GARD_pre_onset__search-Gulf-of-Oman.html,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Gulf%20of%20Oman,extracted,texts/8ef124202cd77ab070269da7d5cf8557e63d4d772f469b37336999fbb3cc343b.json,,6fa1e1afec4bde06041ef70a1c98328676224726359cb7407f9832498bae0a39,239090
EV-FA71D541684F,bf48c3400834d53ecb100a5c2e199105a542311a55246f5cca742fff33dd26e0,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Gulf-of-Oman/20260913T225947978371Z_bs1hvp6n/E007_GARD_pre_onset__search-Gulf-of-Oman.pdf,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Gulf%20of%20Oman,extracted,texts/bf48c3400834d53ecb100a5c2e199105a542311a55246f5cca742fff33dd26e0.json,,0997e1baf1b10eecd40bf0039ca0ff859e4c1c40e12ae36dc5159784df4be27d,2171198
EV-FE4517242497,b82431b37c00c67bfdd2561ec6fd3d29684185f11ebc1d3d78e0245df900925f,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Gulf-of-Oman/20260913T225947978371Z_bs1hvp6n/E007_GARD_pre_onset__search-Gulf-of-Oman__document-940c2cb2ca.html,E007,pre_onset,GARD,article_capture,https://gard.no/en/insights/incident-gulf-oman/,extracted,texts/b82431b37c00c67bfdd2561ec6fd3d29684185f11ebc1d3d78e0245df900925f.json,,e3b1f3860fce8e60c7f173fdfab95504d2f6b96dcd7cb677853acaab3c4b3d2b,446190
EV-FE4517242497,c52033f26060b0f108afe02cd2835b751d3ea758214d9f548141f485dac1de7f,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Gulf-of-Oman/20260913T225947978371Z_bs1hvp6n/E007_GARD_pre_onset__search-Gulf-of-Oman__document-940c2cb2ca.pdf,E007,pre_onset,GARD,article_capture,https://gard.no/en/insights/incident-gulf-oman/,extracted,texts/c52033f26060b0f108afe02cd2835b751d3ea758214d9f548141f485dac1de7f.json,,945db30fa06f2b5c1323e72f476eb7d8a5552d153feb23b038e196f98db64b0b,1206895
EV-C4970B463E6D,d8405c4fe2b84fce19e21072e6505b3f0ed834916d01dcbd2afbbcb1aa3c075b,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Hormuz/20260913T230021484396Z_0qvsmp4h/E007_GARD_pre_onset__search-Hormuz.html,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Hormuz,extracted,texts/d8405c4fe2b84fce19e21072e6505b3f0ed834916d01dcbd2afbbcb1aa3c075b.json,,b79c4b1fa3760ce02d0639b5741c7df34f783cb6bff232659a6a707fefc93083,239148
EV-112312FA7212,be1f42a2cabef8ac3a1dfaa9f872feffecb63088419cbc5d18d83e65b40656d2,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Hormuz/20260913T230021484396Z_0qvsmp4h/E007_GARD_pre_onset__search-Hormuz.pdf,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Hormuz,extracted,texts/be1f42a2cabef8ac3a1dfaa9f872feffecb63088419cbc5d18d83e65b40656d2.json,,284ff294b53685bee029f8d161f2e552e187f737975f067a13deead8765a512f,3714065
EV-FE4517242497,24d3132e674e5332d5ceae5ef5679928dece63506d125a519c055625c2798f06,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Hormuz/20260913T230021484396Z_0qvsmp4h/E007_GARD_pre_onset__search-Hormuz__document-940c2cb2ca.html,E007,pre_onset,GARD,article_capture,https://gard.no/en/insights/incident-gulf-oman/,extracted,texts/24d3132e674e5332d5ceae5ef5679928dece63506d125a519c055625c2798f06.json,,e3b1f3860fce8e60c7f173fdfab95504d2f6b96dcd7cb677853acaab3c4b3d2b,446181
EV-FE4517242497,7f53b06026b4846196403316e7e0be1e611b339ca1e36e8ef7398824a97ddebf,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Hormuz/20260913T230021484396Z_0qvsmp4h/E007_GARD_pre_onset__search-Hormuz__document-940c2cb2ca.pdf,E007,pre_onset,GARD,article_capture,https://gard.no/en/insights/incident-gulf-oman/,extracted,texts/7f53b06026b4846196403316e7e0be1e611b339ca1e36e8ef7398824a97ddebf.json,,ab1d16018c0e6596b166e948dbde80d255d057be5355c6fea2cffe38a0a22ef8,1207370
EV-1E454656D5C4,9441e4c07469161be4987d6339cabe45a0bcc4fc22c3ab1cfc0702b172db7970,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Iran/20260913T230055965257Z_blrx4_uj/E007_GARD_pre_onset__search-Iran.html,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Iran,extracted,texts/9441e4c07469161be4987d6339cabe45a0bcc4fc22c3ab1cfc0702b172db7970.json,,b7d5bf99e0bcfe2992f141002b0860785d0356a9a7bc40bf4d39216fcd8221f6,252586
EV-520B117C9E23,fb3e4ac644ae742f81dac81d88bb240a91f061f0d769f14bb03170e9ba5e4fb4,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Iran/20260913T230055965257Z_blrx4_uj/E007_GARD_pre_onset__search-Iran.pdf,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Iran,extracted,texts/fb3e4ac644ae742f81dac81d88bb240a91f061f0d769f14bb03170e9ba5e4fb4.json,,3bf9ddc334fd365487197987bcabf80a52b5bccd06e9ae4462964505ed19fb88,5184480
EV-B7DCC5D605DF,5d8394032a68a47facc7359fbcd8325149a4043c70f51ed8b340c3f69daf86ec,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Iran/20260913T230055965257Z_blrx4_uj/E007_GARD_pre_onset__search-Iran__document-70d012db10.html,E007,pre_onset,GARD,article_capture,https://gard.no/en/insights/going-dark-is-red-flag-ais-tracking-sanctions-compliance/,extracted,texts/5d8394032a68a47facc7359fbcd8325149a4043c70f51ed8b340c3f69daf86ec.json,,ac9295be3f4be1d89ecfaf8ccfb788c4bee70052ee89609b02cf5611759d854e,420417
EV-B7DCC5D605DF,96db914968652ad5bca85e2fbd43b687a9cc28abf0a1556987cabc531a9a62e6,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Iran/20260913T230055965257Z_blrx4_uj/E007_GARD_pre_onset__search-Iran__document-70d012db10.pdf,E007,pre_onset,GARD,article_capture,https://gard.no/en/insights/going-dark-is-red-flag-ais-tracking-sanctions-compliance/,extracted,texts/96db914968652ad5bca85e2fbd43b687a9cc28abf0a1556987cabc531a9a62e6.json,,4529279fb983f9e3bde9a78df7dea597645714362a8ee2f0be4753b6607a79d9,550526
EV-52B1206B439E,1afd02b7d473cfb6a41896d14a29c06a376874f84c05312b65c7804bf7156145,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Iran/20260913T230055965257Z_blrx4_uj/E007_GARD_pre_onset__search-Iran__page-2.html,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Iran,extracted,texts/1afd02b7d473cfb6a41896d14a29c06a376874f84c05312b65c7804bf7156145.json,,8f5d5e27b5347123420ec210c214ec177039982db9c51fe7e484fc09af726a38,241976
EV-63A12FC75441,cbb9b2e211fdc2356f32b60c5a4e4bd277f93c76ce1d14f56b037f333ee76d52,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Iran/20260913T230055965257Z_blrx4_uj/E007_GARD_pre_onset__search-Iran__page-2.pdf,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Iran,extracted,texts/cbb9b2e211fdc2356f32b60c5a4e4bd277f93c76ce1d14f56b037f333ee76d52.json,,720dc46dbff40ef5a29e7aa3c1d463ff1cf25d1c9e01ffbf6a8756aefaaa9225,5161010
EV-1EEE3A24287B,148d7ab47b6021c47b40a039e5034a4dd5f205a69cf0fe790232179dc82692a5,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Persian-Gulf/20260913T230214226716Z_us052xnn/E007_GARD_pre_onset__search-Persian-Gulf.html,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Persian%20Gulf,extracted,texts/148d7ab47b6021c47b40a039e5034a4dd5f205a69cf0fe790232179dc82692a5.json,,8f6190ad786aedb4425055399e00eca62523c04326756472f0a68739bc2d8470,246026
EV-0A81A39915A3,5e9dd64aebdaf6a0321c1fdbb5ec33a8eed8ec243298673d048041dd720ad828,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Persian-Gulf/20260913T230214226716Z_us052xnn/E007_GARD_pre_onset__search-Persian-Gulf.pdf,E007,pre_onset,GARD,listing_capture,https://gard.no/search/?searchTerm=Persian%20Gulf,extracted,texts/5e9dd64aebdaf6a0321c1fdbb5ec33a8eed8ec243298673d048041dd720ad828.json,,9d0accefcf77acb6081373353e40d4509b458a4823063d6fbd54a8202dcb327e,5253048
EV-FE4517242497,7b503fdec228e7ddf8048704feb8c8ead91b903fc7389f03eb657e1d94af72a9,E007/GARD/pre_onset/automated_pending/E007_GARD_pre_onset__search-Persian-Gulf/20260913T230214226716Z_us052xnn/E007_GARD_pre_onset__search-Persian-Gulf__document-940c2cb2ca.pdf,E007,pre_onset,GARD,article_capture,https://gard.no/en/insights/incident-gulf-oman/,extracted,texts/7b503fdec228e7ddf8048704feb8c8ead91b903fc7389f03eb657e1d94af72a9.json,,0ab4559e115001a7920fab400916c9bfc58cb5f963f0828100863aaf0be9594e,1206932
